Feature Type,Municipality,Place Name,Longitude,Latitude,Historical Information,Url,Suburb,Categories
Park,Melbourne City Council,Ievers Reserve,144.9535101,-37.7956423,,,Parkville,"['Melbourne City Council', 'Parkville', 'Park']"
Park,Melbourne City Council,J J Holland Park,144.924041,-37.7979155,,,Kensington,"['Melbourne City Council', 'Kensington', 'Park']"
Park,Melbourne City Council,Jolimont Reserve,144.98085659999995,-37.8164135,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Kensington Hall Reserve,144.9284892,-37.7887867,,,Kensington,"['Melbourne City Council', 'Kensington', 'Park']"
Park,Melbourne City Council,Kings Domain,144.9751381,-37.8262195,,,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,Les Erdi Plaza,144.9638889,-37.8194444,"Honours the work of Les Erdi in supporting improvements to the city's streetscapes and historically significant structures, including the installation of glass panels and electronic screens along the length of Sandridge Bridge. These provide information on Victoria's indigenous and immigrant histories.",,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,Leveson Street Reserve,144.95164330000003,-37.80056870000001,,,North Melbourne,"['Melbourne City Council', 'North Melbourne', 'Park']"
Park,Melbourne City Council,Liddy Street Reserve,144.92560509999996,-37.789991,,,Kensington,"['Melbourne City Council', 'Kensington', 'Park']"
Park,Melbourne City Council,Lincoln Square,144.9628811,-37.8024197,,,Carlton,"['Melbourne City Council', 'Carlton', 'Park']"
Park,Melbourne City Council,Lynches Bridge Historic Precinct Reserve,144.9254803,-37.7882143,,,Kensington,"['Melbourne City Council', 'Kensington', 'Park']"
Park,Melbourne City Council,Macarthur Square,144.97156730000003,-37.7983662,,,Carlton,"['Melbourne City Council', 'Carlton', 'Park']"
Park,Melbourne City Council,Melbourne Cricket Ground,144.9845833,-37.8204167,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Miles And Dodds Street Park,144.9673803,-37.8287107,,,Southbank,"['Melbourne City Council', 'Southbank', 'Park']"
Park,Melbourne City Council,Murchison Square,144.9730699,-37.8002141,,,Carlton,"['Melbourne City Council', 'Carlton', 'Park']"
Park,Melbourne City Council,Neill Street Reserve,144.97406909999995,-37.79314220000001,,,Carlton,"['Melbourne City Council', 'Carlton', 'Park']"
Park,Melbourne City Council,North Melbourne Recreation Reserve,144.9415031,-37.7990128,,,North Melbourne,"['Melbourne City Council', 'North Melbourne', 'Park']"
Park,Melbourne City Council,Parliament Gardens,144.9734994,-37.8098253,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Parliament Reserve,144.9741191,-37.8108759,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Peppercorn Park,144.9226634,-37.792514,,,Kensington,"['Melbourne City Council', 'Kensington', 'Park']"
Park,Melbourne City Council,Point Park,144.9423314,-37.8234658,,,Docklands,"['Melbourne City Council', 'Docklands', 'Park']"
Park,Melbourne City Council,Powlett Reserve,144.9873669,-37.8114323,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Princes Park,144.9612409,-37.7873965,,,Carlton North,"['Melbourne City Council', 'Carlton North', 'Park']"
Park,Melbourne City Council,Quay Park,144.9374981,-37.8157005,,,Docklands,"['Melbourne City Council', 'Docklands', 'Park']"
Park,Melbourne City Council,Queen Victoria Gardens,144.97119980000005,-37.8218842,,,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,Ron Barassi Senior Park,144.9339657,-37.8171618,,,Docklands,"['Melbourne City Council', 'Docklands', 'Park']"
Park,Melbourne City Council,Royal Agricultural Showgrounds,144.91180559999995,-37.7831944,,,Flemington,"['Melbourne City Council', 'Flemington', 'Park']"
Park,Melbourne City Council,Royal Park,144.9539604,-37.7870119,"Kulin name: Quor-nÃ¿Â³ng. Meaning not recorded. 
This name was recorded by A. W. Howitt, anthropologist, from conversations from sometime between 1897 and 1901 with William Barak, ngurungaeta (leader) of the Wurundjeri-willam, the traditional owners of what is now northern Melbourne, and Dick Richards, Barak's fellow Kulin countryman. The Kulin was an alliance of Aboriginal nations in central Victoria. Howitt jotted down Aboriginal names, mostly in the Woiwurrung language once spoken in the Melbourne area, corresponding to landmarks and municipalities that arose in Melbourne town during Barak's lifetime (c.1824 to 1903).",theconversation.com/rediscovered-the-aboriginal-names-for-ten-melbourne-suburbs-99139,Parkville,"['Melbourne City Council', 'Parkville', 'Park']"
Park,Melbourne City Council,Sidney Myer Music Bowl Reserve,144.9747093,-37.8233756,,,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,Spencer Square,144.9540278,-37.8190278,,,Docklands,"['Melbourne City Council', 'Docklands', 'Park']"
Park,Melbourne City Council,Stapley Parade Reserve,144.9839271,-37.826843200000006,,,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,State Library Forecourt,144.96439019999997,-37.8100381,,,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,Stock Route Reserve,144.9251,-37.7895,,,Kensington,"['Melbourne City Council', 'Kensington', 'Park']"
Park,Melbourne City Council,Sturt Street Reserve,144.9648536,-37.8298031,,,Southbank,"['Melbourne City Council', 'Southbank', 'Park']"
Park,Melbourne City Council,Town Hall Plaza,144.96652780000005,-37.81375,'This name is considered most appropriate in view of the square's close proximity to the Melbourne Town Hall making it more easily identified by persons wishing to use this area for passive recreational purposes.',,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,Treasury Gardens,144.9761523,-37.8141098,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,University Square,144.9602848,-37.8010748,,,Carlton,"['Melbourne City Council', 'Carlton', 'Park']"
Park,Melbourne City Council,Victoria Market Reserve,144.9578972,-37.8092272,,,Melbourne City,"['Melbourne City Council', 'Melbourne City', 'Park']"
Park,Melbourne City Council,Victory Park,144.9123538,-37.77957070000001,,,Ascot Vale,"['Melbourne City Council', 'Ascot Vale', 'Park']"
Park,Melbourne City Council,Weedon Reserve,144.9891505,-37.8174466,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Wellington Park,144.9771692,-37.8160098,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Westgate Park,144.91041669999996,-37.8318056,,,Port Melbourne,"['Melbourne City Council', 'Port Melbourne', 'Park']"
Park,Melbourne City Council,Wildlife Sanctuary,144.9144806,-37.8019984,,,West Melbourne,"['Melbourne City Council', 'West Melbourne', 'Park']"
Park,Melbourne City Council,Womens Peace Garden,144.9239711,-37.79114570000001,,,Kensington,"['Melbourne City Council', 'Kensington', 'Park']"
Park,Melbourne City Council,Yarra Park,144.9851033,-37.8196085,,,East Melbourne,"['Melbourne City Council', 'East Melbourne', 'Park']"
Park,Melbourne City Council,Zoological Gardens,144.9456944,-37.78375,,,Parkville,"['Melbourne City Council', 'Parkville', 'Park']"
Park,Brimbank City Council,Ardeer Reserve,144.80625,-37.7776389,,,Ardeer,"['Brimbank City Council', 'Ardeer', 'Park']"
Park,Brimbank City Council,Arthur Beachley Reserve,144.82391230000005,-37.79709879999999,'Ex Councillor and Shire President of the Municipality.  Well known local identity.',,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Arthur Street Reserve,144.80604619999997,-37.7338282,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Balmoral Park,144.7651135,-37.7919629,"Named after Balmoral Castle, Scotland, in keeping with the names of other features in the vicinity.",,Derrimut,"['Brimbank City Council', 'Derrimut', 'Park']"
Park,Brimbank City Council,Barclay Reserve,144.82592169999995,-37.781251,"'Ex Councillor, and Shire President of the Municipality, well known local identity.'",,Albion,"['Brimbank City Council', 'Albion', 'Park']"
Park,Brimbank City Council,Bellara Crescent Reserve,144.81990869999996,-37.730658,,,Kealba,"['Brimbank City Council', 'Kealba', 'Park']"
Park,Brimbank City Council,Bon Thomas Reserve,144.7620833,-37.7740278,"'The reserve derived this name from the Hon. H. A. Thomas, member of Legislative Council, Melbourne West Province.  A staunch ALP member for 40 years.  Mr. Thomas has lived in the area for quite some considerable time.  He was a councillor and represented the ratepayers in the ward where this reserve is for approximately 16 years, and in that time was Mayor twice.  A well known personality and before entering Parliament conducted a fleet of taxis with Western Suburbs.'",,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Bonfield Reserve,144.83788280000005,-37.7235227,,,Keilor,"['Brimbank City Council', 'Keilor', 'Park']"
Park,Brimbank City Council,Bothwell Green Reserve,144.75650990000003,-37.7922657,,,Derrimut,"['Brimbank City Council', 'Derrimut', 'Park']"
Park,Brimbank City Council,Brimbank Park,144.84054630000003,-37.7261692,,,Keilor East,"['Brimbank City Council', 'Keilor East', 'Park']"
Park,Brimbank City Council,Burnside Park,144.7668056,-37.7670833,"Mr Burnside and family farmed the area for many years, and were one of the first settlers in the West. Originally from Scotland, they pioneered the West,and were very active within the growing community of the time. Council named a street in Deer Park in memory of the Burnside family. ",,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Calder Rise Neighbourhood Park,144.8231612,-37.7164986,"The land was part of the Calder Rise Estate, subdivided and developed in the late 1960s and early 1970s.  The name 'Calder Rise' came from the nearby Calder Highway and because the estate is on high ground in the area.  The 'Neighbourhood Park' name was originally proposed by the Calder Rise Neighbourhood Watch group.",,Keilor,"['Brimbank City Council', 'Keilor', 'Park']"
Park,Brimbank City Council,Capesthorne Drive Reserve,144.7609065,-37.7940936,,,Derrimut,"['Brimbank City Council', 'Derrimut', 'Park']"
Park,Brimbank City Council,Caroline Chisholm Park,144.84077119999995,-37.7199432,"Named after Caroline Chisholm (1808-1877). Caroline Chisholm worked tirelessly for female immigrants in NSW, as it was her belief that the best influences on colonial life were marriage and family life. She had continued this work on her return to England, and had encouraged poor people, especially young women, to leave the squalor of their homeland and emigrate to Australia. Her work in Victoria was in providing clean, cheap and safe accommodation to families or single people on the way to the Mount Alexander diggings. She pressured the government into a scheme to built ten shelter sheds, which would provide accommodation for single men, single women and families. While none of the sheds lasted, the park is in the rough area where the sheds were located. ",,Keilor Park,"['Brimbank City Council', 'Keilor Park', 'Park']"
Park,Brimbank City Council,Churchill Reserve,144.8150539,-37.7333363,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Clarian Street Reserve,144.7892371,-37.7672446,,,Cairnlea,"['Brimbank City Council', 'Cairnlea', 'Park']"
Park,Brimbank City Council,Cocoparra Crescent Reserve,144.7998824,-37.7101242,,,Taylors Lakes,"['Brimbank City Council', 'Taylors Lakes', 'Park']"
Park,Brimbank City Council,Collinson Street Reserve,144.8568974,-37.7237607,,,Keilor Park,"['Brimbank City Council', 'Keilor Park', 'Park']"
Park,Brimbank City Council,Conrad Street Reserve,144.7983333,-37.73305560000001,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Copernicus Way Reserve,144.7907483,-37.71779,,,Keilor Downs,"['Brimbank City Council', 'Keilor Downs', 'Park']"
Park,Brimbank City Council,Cowley Street Reserve,144.7694875,-37.7144265,,,Delahey,"['Brimbank City Council', 'Delahey', 'Park']"
Park,Brimbank City Council,Cowper Avenue Reserve,144.8218142,-37.74257410000001,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Cromwell Road Reserve,144.7711139,-37.7372,,,Kings Park,"['Brimbank City Council', 'Kings Park', 'Park']"
Park,Brimbank City Council,Cyril Clements Reserve,144.7791691,-37.7375395,,,Kings Park,"['Brimbank City Council', 'Kings Park', 'Park']"
Park,Brimbank City Council,Dalton Street Reserve,144.8145952,-37.7958394,,,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Deer Park Reserve,144.7772529,-37.772334,"Name honours John McLeod who served the Deer Park community for 48 years, particularly as a committee member and office bearer of the Deer Park Football and Cricket Clubs.",,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Delahey Emerald Park,144.7655572,-37.7214402,"Named after the locality the park is located in as well as the stone emerald, which is also the colour of grass.

Ordinary Council Meeting Minutes. Meeting number 272, 24 March 2009, pages 8833 - 8834",,Delahey,"['Brimbank City Council', 'Delahey', 'Park']"
Park,Brimbank City Council,Dempster Park,144.8378062,-37.7752217,,,Sunshine North,"['Brimbank City Council', 'Sunshine North', 'Park']"
Park,Brimbank City Council,Diamond Reserve,144.77319440000005,-37.7454167,,,Albanvale,"['Brimbank City Council', 'Albanvale', 'Park']"
Park,Brimbank City Council,Dongola Road Reserve,144.812144,-37.728284,,,Keilor Downs,"['Brimbank City Council', 'Keilor Downs', 'Park']"
Park,Brimbank City Council,Driscolls Road Reserve,144.82661169999997,-37.7351141,,,Kealba,"['Brimbank City Council', 'Kealba', 'Park']"
Park,Brimbank City Council,Elford Green Reserve,144.7933955,-37.7646928,,,Cairnlea,"['Brimbank City Council', 'Cairnlea', 'Park']"
Park,Brimbank City Council,Errington Reserve,144.8031523,-37.74562720000001,"'The Errington family, well known in the St. Albans area donated a reserve to a group of trustees who in turn gave over the land to the city of Sunshine.'",,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Esplanade Reserve,144.76614880000002,-37.6929426,,,Sydenham,"['Brimbank City Council', 'Sydenham', 'Park']"
Park,Brimbank City Council,Fosters Road Reserve,144.85125,-37.7145833,,,Keilor Park,"['Brimbank City Council', 'Keilor Park', 'Park']"
Park,Brimbank City Council,G Scholte,144.802736,-37.730236,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Glenmaggie Drive Reserve,144.8089432,-37.7639936,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Grantham Green Reserve,144.8203352,-37.7557847,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Gresham Way Reserve,144.8055077,-37.8002727,,,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Gumms Corner,144.84069440000005,-37.7259722,"'Batman's journal of June 4, 1835 states - 'We then went up the river for a few miles, and stopped for the night in a corner alongside the river.  I gave it the name of Gumm's Corner.'  'James Gumm, a trusted ticket-of-leave man, was one of John Batman's servants'.",,Keilor East,"['Brimbank City Council', 'Keilor East', 'Park']"
Park,Brimbank City Council,H V Mckay Memorial Gardens,144.8283833,-37.7836624,To honour Mr H. V. McKay who was a well known business man and local identity with large land holdings in the area; best know for the Sunshine Harvester.,,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Hammerwood Avenue Reserve,144.77027980000003,-37.7860344,,,Derrimut,"['Brimbank City Council', 'Derrimut', 'Park']"
Park,Brimbank City Council,Henry B Dempster Park,144.83708330000005,-37.7754167,Biographical notes from 1981: 'Henry B. Dempster was born and bred in Sunshine and has lived in the area all his life' 'Henry was a Councillor for 12 years in the 40's and 50's. He was Mayor of the City of Sunshine'.,,Sunshine North,"['Brimbank City Council', 'Sunshine North', 'Park']"
Park,Brimbank City Council,Hillside Reserve,144.7556738,-37.7030768,,,Hillside,"['Brimbank City Council', 'Hillside', 'Park']"
Park,Brimbank City Council,Huart Reserve,144.7985466,-37.7416888,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,International Gardens Reserve,144.7857647,-37.7317466,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,J.R. Parsons Reserve,144.8354167,-37.7943056,"'Ex Councillor and Mayor of the Municipality, business man and well known local identity.'",,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Jamieson Street Reserve,144.7873516,-37.7407105,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Jeff Florrimell Reserve,144.8076389,-37.76875,"Named for Jeff Florrimell, a well known local who owned a milk bar/ mixed business. He coached the St. Albans South Football Club's Under 14's, and was on the School Council at St. Albans South Primary School. He died in tragic circumstances at a young age. ",,Albion,"['Brimbank City Council', 'Albion', 'Park']"
Park,Brimbank City Council,John Castley Reserve,144.8148611,-37.79125,"'Mr. Castley was born and educated in Bendigo and became school principal of two schools, they being At. Albans Technical School and North Sunshine Technical School.  Mr. Castley entered Council in the 50's and was a Councillor for some 15 years, in which he became Mayor three times.  He lived and worked and was involved in community activities where this reserve is situated.'",,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Joseph Brown Oval,144.83444440000005,-37.7177778,"Named in honour of Joseph Michael Brown (1927-1990) who was a Keilor resident all his life.  His forebears first settled in the area in about 1850.  Joe was active in all aspects of Keilor community life, especially the football and cricket clubs where he was a player and an office bearer..  ",,Keilor,"['Brimbank City Council', 'Keilor', 'Park']"
Park,Brimbank City Council,Keilor Downs Recreation Reserve,144.79657769999997,-37.72361779999999,,,Keilor Downs,"['Brimbank City Council', 'Keilor Downs', 'Park']"
Park,Brimbank City Council,Keilor Lodge Reserve,144.7777636,-37.6892724,,,Taylors Lakes,"['Brimbank City Council', 'Taylors Lakes', 'Park']"
Park,Brimbank City Council,Keilor Recreation Reserve,144.83402780000003,-37.71875,,,Keilor,"['Brimbank City Council', 'Keilor', 'Park']"
Park,Brimbank City Council,Keith Millar Oval,144.8355556,-37.7958333,,,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Kenneth George Chaplin Reserve,144.8265278,-37.7851389,'Mr. Chaplin was a Councillor in the 50's.  He was a manufacturer/ business man.  He represented the area of Sunshine where the reserve is situated.  Kenneth Chaplin was also the first president of the Sunshine High School advisory Council.',,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Kenwood Green Reserve,144.76827759999995,-37.7949578,,,Derrimut,"['Brimbank City Council', 'Derrimut', 'Park']"
Park,Brimbank City Council,Kevin Flint Memorial Reserve,144.7955577,-37.75979,Reserve named in memory of Kevin P. Flint who was a Deer Park resident for 45 years and active in local sporting clubs and charity organisations.  He was a founding member of the first community health centre (Deer Park 1973) and received numerous lifetime achievement awards.,,Cairnlea,"['Brimbank City Council', 'Cairnlea', 'Park']"
Park,Brimbank City Council,Kevin Wheelahan Gardens,144.83847219999996,-37.78625,"'Kevin Wheelahan was a practicing solicitor who had resided in Sunshine all his life.  An active member of the community, he was a Councillor of the City of Sunshine for many years, which was highlighted by him becoming Mayor during this period.'",,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,King Edward Avenue Reserve,144.8232878,-37.78167910000001,,,Albion,"['Brimbank City Council', 'Albion', 'Park']"
Park,Brimbank City Council,Kings Park Reserve,144.7765618,-37.73228,,,Kings Park,"['Brimbank City Council', 'Kings Park', 'Park']"
Park,Brimbank City Council,Kings Reserve,144.77597219999996,-37.7329167,,,Kings Park,"['Brimbank City Council', 'Kings Park', 'Park']"
Park,Brimbank City Council,Lillypilly Crescent Reserve,144.7792091,-37.7286341,,,Kings Park,"['Brimbank City Council', 'Kings Park', 'Park']"
Park,Brimbank City Council,Lloyd Reserve,144.82287730000004,-37.76409279999999,'Ex Councillor of Municipality.',,Sunshine North,"['Brimbank City Council', 'Sunshine North', 'Park']"
Park,Brimbank City Council,M B Lynch Gardens,144.8334722,-37.77986110000001,"'Ex Councillor of Municipality, well known business man and local identity.'",,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,M. V. Mckay Memorial Gardens,144.8280556,-37.7838889,,,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Maple Crescent Reserve,144.8111945,-37.7536376,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Maribyrnong Valley Metropolitan Park,144.8448611,-37.7368056,,,Keilor East,"['Brimbank City Council', 'Keilor East', 'Park']"
Park,Brimbank City Council,Matthews Hill Reserve,144.8396776,-37.7935524,,,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Mckechnie Reserve,144.798197,-37.745967,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Mcshane Drive Reserve,144.82495,-37.73021110000001,,,Kealba,"['Brimbank City Council', 'Kealba', 'Park']"
Park,Brimbank City Council,Michael Laffan Reserve,144.83069440000003,-37.7951389,"'Mr. M. Laffan was a resident of Sunshine for well in excess of 50 years.  He came to the district on the day Queen Victoria died, with the staff of Parsons and Lewis, which had moved from premises at Carlton.  He continued with this firm until his retirement having served Mr. Parson and his son Councillor J. R. Parsons for 63 years.  He is credited with setting up the first dispensary in Sunshine.'",,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Moorland Park,144.78456640000005,-37.7496592,,,Cairnlea,"['Brimbank City Council', 'Cairnlea', 'Park']"
Park,Brimbank City Council,Nancy Street Reserve,144.79339840000003,-37.7834539,,,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Nickson Gardens,144.8051082,-37.762317,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Norm Talintyre Reserve,144.8121507,-37.7993641,"Name commemorates Private Norman Talintyre, a soldier aged 19 when killed in action at El Alamein in North Africa on 23 October 1942.   ",,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Norman Ainsworth Reserve,144.8004167,-37.7865278,"'Norman Ainsworth was a personality in this area in that he was involved in many community activities. He was a Councillor for some years and served as Mayor for one year.  The reserve was named in the 50's and was in the locality where Mr. Ainsworth resided.  He was a J. P., active in sporting and community organisations.'",,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Norman Mcgrath Pavilion,144.8141667,-37.7802778,Named after Norman James McGrath who was a founder and very active long-term member of the Sunshine United Cricket Club.,,Albion,"['Brimbank City Council', 'Albion', 'Park']"
Park,Brimbank City Council,Northumberland Road Reserve,144.842533,-37.768886,,,Sunshine North,"['Brimbank City Council', 'Sunshine North', 'Park']"
Park,Brimbank City Council,Odessa Avenue Reserve,144.81261750000004,-37.7234867,,,Keilor Downs,"['Brimbank City Council', 'Keilor Downs', 'Park']"
Park,Brimbank City Council,Orchid Square Reserve,144.7645769,-37.7066513,"The Aboriginal word 'Chittenup' means 'place of white flower' which described the surrounding plains which, in season, were covered in white flowering Diuris orchids. The root of this flower was an important element in the diet of Aboriginal people in this region. ",,Sydenham,"['Brimbank City Council', 'Sydenham', 'Park']"
Park,Brimbank City Council,Overton Lea Park,144.76363769999998,-37.7029032,"'Overton' is said to be a contraction of 'Overnewton', the name of a 19th century homestead property pioneered in 1849 by William Taylor, a man regarded as the Father of Keilor.",,Sydenham,"['Brimbank City Council', 'Sydenham', 'Park']"
Park,Brimbank City Council,Padley Park,144.80919709999995,-37.73971820000001,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Parmelia Drive Reserve,144.7852445,-37.7048296,,,Taylors Lakes,"['Brimbank City Council', 'Taylors Lakes', 'Park']"
Park,Brimbank City Council,Patterson Gardens,144.8245833,-37.7215278,"Named after the road 'Patterson Avenue"" that Patterson Gardens is located. ",,Keilor,"['Brimbank City Council', 'Keilor', 'Park']"
Park,Brimbank City Council,Pintail Park,144.7908333,-37.69694439999999,,,Taylors Lakes,"['Brimbank City Council', 'Taylors Lakes', 'Park']"
Park,Brimbank City Council,Pioneer Park,144.76029319999995,-37.687341,,,Sydenham,"['Brimbank City Council', 'Sydenham', 'Park']"
Park,Brimbank City Council,Proctor Crescent Reserve,144.7833889,-37.7116611,,,Taylors Lakes,"['Brimbank City Council', 'Taylors Lakes', 'Park']"
Park,Brimbank City Council,R T Pollard Gardens,144.83089919999995,-37.7890628,"'Mr. Pollard was former Minister of Argriculture and the first Federal member for Lalor which included the City of Sunshine, having transferred from Ballarat to take the seat.  He served for 20 years.'",,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Ralph Reserve,144.7992601,-37.7923725,,,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Rita Street Reserve,144.7921427,-37.7472419,,,Cairnlea,"['Brimbank City Council', 'Cairnlea', 'Park']"
Park,Brimbank City Council,Robert Bruce Reserve,144.77625,-37.75375,"'The name Robert Bruce derived, besides being historical, by the christian names of the Chief Administrators  in the firm Leighton Constructions.  These being Robert Mathews, a former City Engineer of Preston, and Bruce Hedley the former Chairman of Leighton Constructions and a prominent race horse owner.'",,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Salamander Drive Reserve,144.7899066,-37.6926713,,,Taylors Lakes,"['Brimbank City Council', 'Taylors Lakes', 'Park']"
Park,Brimbank City Council,Sassella Park,144.774199,-37.7638941,,,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Selwyn Park,144.81448469999995,-37.7810668,'Donated to Council by son of H. V. McKay.',,Albion,"['Brimbank City Council', 'Albion', 'Park']"
Park,Brimbank City Council,Shearwater Meadow Reserve,144.7856046,-37.7561887,,,Cairnlea,"['Brimbank City Council', 'Cairnlea', 'Park']"
Park,Brimbank City Council,Singer Avenue Reserve,144.8016467,-37.7166701,,,Keilor Downs,"['Brimbank City Council', 'Keilor Downs', 'Park']"
Park,Brimbank City Council,Solent Crescent Reserve,144.7860938,-37.7086804,,,Taylors Lakes,"['Brimbank City Council', 'Taylors Lakes', 'Park']"
Park,Brimbank City Council,St Andrews Park,144.770033,-37.78035300000001,,,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Stagecoach Reserve,144.7677614,-37.7026114,"Named after the Cobb & Co stagecoach which, during the 19th century, started its run to the Ballarat goldfields from the Bluestone Junction Hotel located nearby on the south-west corner of today's Melton-Keilor and Sydenham roads. ",,Sydenham,"['Brimbank City Council', 'Sydenham', 'Park']"
Park,Brimbank City Council,Station Waters Reserve,144.77814630000003,-37.7645836,,,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Stockton Run Reserve,144.77925530000005,-37.7566662,,,Cairnlea,"['Brimbank City Council', 'Cairnlea', 'Park']"
Park,Brimbank City Council,Stradbroke Drive Reserve,144.8072997,-37.7527028,,,St Albans,"['Brimbank City Council', 'St Albans', 'Park']"
Park,Brimbank City Council,Sunshine Golf Course,144.7747222,-37.7930556,"'Took its name from the Sunshine Harvester Works, established at Braybrook by the McKay brothers.'",,Derrimut,"['Brimbank City Council', 'Derrimut', 'Park']"
Park,Brimbank City Council,Sunvale Community Park,144.83605,-37.7825,,,Sunshine,"['Brimbank City Council', 'Sunshine', 'Park']"
Park,Brimbank City Council,Sydenham Basin Reserve,144.76055559999998,-37.695,,,Sydenham,"['Brimbank City Council', 'Sydenham', 'Park']"
Park,Brimbank City Council,Tallintyre Reserve,144.81125,-37.7993056,,,Sunshine West,"['Brimbank City Council', 'Sunshine West', 'Park']"
Park,Brimbank City Council,Tamar Drive Reserve,144.7637711,-37.7561395,,,Deer Park,"['Brimbank City Council', 'Deer Park', 'Park']"
Park,Brimbank City Council,Taylors Creek Linear Park,144.8085154,-37.706291,,,Keilor,"['Brimbank City Council', 'Keilor', 'Park']"
